101000801;GLIBENCLAMIDA, 5MG, TABLETA, V.O;0.03;14,541,000;2,880,000;544,000;538,950.00;17,965,000;26,440,000;1,379,000;797,000;858,480.00;28,616,000;25,209,000;1,098,000;608,000;807,450.00;26,915,000;18,219,000;597,000;192,000;570,240.00;19,008,000;11,140,000;73,000;684,000;356,910.00;11,897,000
101001101;PARACETAMOL (ACETAMINOFÉN), 500MG, TABLETA, V.O.;0.03;15,301,000;5,163,000;7,942,000;852,180.00;28,406,000;7,011,000;1,631,000;3,548,000;365,700.00;12,190,000;9,742,000;1,284,000;1,889,000;387,450.00;12,915,000;1,890,000;804,000;153,000;85,410.00;2,847,000;1,000;0;0;30;1,000
101001601;LEUCOVORINA CÁLCICA (ACIDO FOLÍNICO), 15MG, TABLETA, V.O.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210,570;590,580;229,680;0;1,030,830;2,931;0;0;0;2,931
101001801;FINASTERIDA, 5 MG, TABLETA, V.O.;0.05;1,666,590;900,300;730,590;154,981.56;3,297,480;1,090,080;499,080;212,730;84,688.83;1,801,890;548,460;782,280;390,960;80,919.90;1,721,700;15,040;5,520;1,700;1,046.22;22,260;0;227,880;51,780;13,144.02;279,660
101002001;HIDRALAZINA CLORHIDRATO 50mg, tableta, V.O. ;0.12;0;0;0;0;0;0;0;0;0;0;128,113;5,700;0;16,057.56;133,813;497,084;0;0;59,650.08;497,084;77,250;14,130;4,950;11,559.60;96,330
101002101;BLOQUEADORES DE LOS RECEPTORES ALFA 1 ADRENÉRGICOS: TERAZOSINA, 2MG O DOXAZOSINA, 2MG, CÁPSULA O TABLETA, V.O.;0.04;420,140;103,992;109,424;25,342.24;633,556;188,944;0;0;7,557.76;188,944;12,348;0;0;493.92;12,348;8,840;0;346,180;14,200.80;355,020;16,800;0;0;672;16,800
101002301;HIDROXICINA, 25MG, CÁPSULA O TABLETA, V.O.;0.1;842,440;180,240;1,236,040;223,613.28;2,258,720;403,760;13,560;651,180;105,781.50;1,068,500;108,480;20,620;554,440;67,670.46;683,540;0;0;0;0;0;0;0;128,240;12,695.76;128,240
101002401;ALFACALCIDOL, 1MCG, CÁPSULA, V.O.;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,631,400;129,400;198,600;1,923,610.00;2,959,400;0;0;0;0;0
101002601;ESCOPOLAMINA BUTILBROMURO (HIOSCINA), 10MG, TABLETA, V.O.;0.05;4,644,100;902,300;1,216,200;317,842.20;6,762,600;3,093,900;367,200;723,700;196,685.60;4,184,800;2,811,500;174,900;547,800;166,107.40;3,534,200;60,000;14,000;8,000;3,854.00;82,000;1,213,800;5,400;183,000;65,903.40;1,402,200
101003101;DIFENHIDRAMINA, 25MG, CÁPSULA, V.O.;0.07;575,000;238,000;68,000;61,670.00;881,000;419,000;121,000;17,000;38,990.00;557,000;205,000;65,000;61,000;23,170.00;331,000;0;0;0;0;0;990,000;261,000;314,000;109,550.00;1,565,000
101003801;SIMVASTATINA, 10MG, CÁPSULA O TABLETA, V.O.;0.02;5,776,056;10,956,456;7,616,560;462,632.37;24,349,072;950,448;1,288,672;663,432;55,148.49;2,902,552;416,252;0;0;7,908.79;416,252;4,105;4,751;360;175.1;9,216;0;0;0;0;0
101003901;FORMOTEROL FUMARATO (EFORMOTEROL), 9-12MCG/INHALACIÓN, POLVO SECO, INHALADOR CON APLICADOR CON 30-60 DOSIS,  VÍA BUCAL.;5.37;40,649;13,110;1,404;296,225.31;55,163;18,462;9,933;492;155,123.19;28,887;9,210;8,118;284;94,576.44;17,612;0;0;0;0;0;14,630;9,426;1,412;136,763.16;25,468
101004401;ZIDOVUDINA 100mg, cápsula, V.O.;0.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,011,300;0;325,300;882,156.00;1,336,600;0;0;0;0;0
101004501;CALCIO CARBONATO, 500 MG-1,000MG DE CALCIO ELEMENTAL, TABLETA, V.O.;0.03;1,491,800;492,700;1,014,500;74,975.00;2,999,000;615,700;59,600;644,100;32,985.00;1,319,400;234,800;14,000;551,600;20,010.00;800,400;0;0;0;0;0;507,600;1,400;154,400;16,585.00;663,400
101005101;MODULADOR HEMORREOLÓGICO TIPO PENTOXIFILINA, 400MG, TABLETA DE LIBERACIÓN MODIFICADA, V.O.;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101007801;ACETAZOLAMIDA, 250MG, TABLETA, V.O;0.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101008501;DIGOXINA 0.25mg, tableta, V.O.;0.27;4,050;0;0;1,093.50;4,050;600;0;0;162;600;0;0;0;0;0;22,800;0;5,100;7,533.00;27,900;0;0;0;0;0
101008601;FENITOÍNA SÓDICA 100mg, cápsula o tableta, de liberación modificada, V.O.  (X100) ;0.07;249,400;334,400;163,500;53,805.60;747,300;491,200;45,800;70,700;43,754.40;607,700;168,100;0;400;12,132.00;168,500;1,839,200;0;4,000;132,710.40;1,843,200;0;0;0;0;0
101008801;CLORFENIRAMINA  MALEATO,  4MG, TABLETA, V.O.;0.05;0;0;0;0;0;0;0;0;0;0;2,308,400;136,200;37,000;119,116.80;2,481,600;4,300;35,800;223,800;12,667.20;263,900;776,000;21,000;156,000;45,744.00;953,000
101009501;DIMENHIDRINATO, 50MG, TABLETA, V.O.;0.01;1,833,350;877,250;844,100;49,765.80;3,554,700;638,250;343,400;650,900;22,855.70;1,632,550;187,800;153,800;544,400;12,404.00;886,000;1,683,800;1,209,400;1,577,200;62,585.60;4,470,400;1,100;0;41,200;592.2;42,300
101010101;CIPROFLOXACINA, 500MG, CÁPSULA O TABLETA, V.O.;0.06;4,534,272;2,318,700;2,814,000;560,684.38;9,666,972;3,356,896;1,878,500;2,444,300;445,422.37;7,679,696;2,598,832;1,740,700;2,300,500;385,121.86;6,640,032;0;0;0;0;0;767,600;637,900;977,400;138,208.20;2,382,900
101010601;ISOSORBIDE DINITRATO, 5MG, TABLETA, VÍA SUBLINGUAL;0.39;5,700;4,900;1,500;4,719.00;12,100;0;300;0;117;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101010701;ERITROMICINA (BASE, ESTEARATO O ETILSUCCIONATO), 500MG, TABLETA, V.O.;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,600;600;0;8,520.00;14,200;0;0;0;0;0
101010801;ISOSORBIDE DINITRATO, 10MG, TABLETA, V.O.;0.03;228,880;22,840;87,680;10,521.40;339,400;60,000;0;0;1,860.00;60,000;99,700;4,400;0;3,227.10;104,100;0;0;0;0;0;0;0;0;0;0
101011401;ESTRÓGENOS CONJUGADOS NATURALES DE ORIGEN EQUINO, 0.625-1MG, TABLETA, V.O.;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81,200;39,000;24,000;14,131.60;144,200;0;0;0;0;0
101012201;FENOBARBITAL 32mg, tableta, V.O.      (En proceso de exclusión);0.3;184,800;20,000;18,000;66,840.00;222,800;110,800;53,000;10,000;52,140.00;173,800;110,200;52,000;26,000;56,460.00;188,200;679,000;199,000;167,000;313,500.00;1,045,000;55,165;24,000;14,000;27,949.50;93,165
101012301;FENOBARBITAL 64mg, tableta, V.O.;0.54;3,320,999;633,000;354,000;2,326,319.46;4,307,999;1,893,000;486,000;286,000;1,439,100.00;2,665,000;1,376,000;393,000;203,000;1,064,880.00;1,972,000;64,800;0;13,500;42,282.00;78,300;263,000;32,000;162,000;246,780.00;457,000
101012901;METRONIDAZOL, 500MG, TABLETA RANURADA, V.O.;0.08;75,720;34,440;580,170;53,155.41;690,330;240;0;95,160;7,345.80;95,400;486,720;4,200;7,770;38,399.13;498,690;5,073,780;2,015,360;1,192,200;637,663.18;8,281,340;0;0;0;0;0
